Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
bell,banana/banana_1 (nan)      bell_pepper/bell_pepper_1 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      bell_pepper/bell_pepper_1 (nan)      ,bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) ,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan) bell_pepper/bell_pepper_1 (nan) ,1.0,1.0,1.0,2.0,0.4,0.5,0.333333333333,0.4
bell,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      bell_pepper/bell_pepper_1 (nan)      shampoo/shampoo_2 (nan)      fork/fork_5 (nan)      banana/banana_1 (nan)      pliers/pliers_2 (nan)      ,bell_pepper/bell_pepper_1 (nan) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
bell,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      banana/banana_1 (nan)      shampoo/shampoo_2 (nan)      bell_pepper/bell_pepper_1 (nan)      bell_pepper/bell_pepper_1 (nan)      pliers/pliers_2 (nan)      ,bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
bell,bell_pepper/bell_pepper_1 (nan)      banana/banana_1 (nan)      pliers/pliers_2 (nan)      bell_pepper/bell_pepper_1 (nan)      ,bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,banana/banana_1 (nan)      bell_pepper/bell_pepper_1 (nan)      bell_pepper/bell_pepper_1 (nan)      ,bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) bell_pepper/bell_pepper_1 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
bell,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      shampoo/shampoo_2 (nan)      fork/fork_5 (nan)      banana/banana_1 (nan)      pliers/pliers_2 (nan)      bell_pepper/bell_pepper_1 (nan)      ,bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - bell,,,,,,,,0.8233333333333335,0.7166666666666666,0.75,0.7
 ,,,,,,,,,,,
jar,food_jar/food_jar_5 (nan)      pliers/pliers_2 (nan)      food_jar/food_jar_5 (nan)      stapler/stapler_2 (nan)      band_aid/band_aid_3 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,food_jar/food_jar_5 (nan)      band_aid/band_aid_3 (nan)      stapler/stapler_2 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
jar,food_jar/food_jar_5 (nan)      food_jar/food_jar_5 (nan)      stapler/stapler_2 (nan)      band_aid/band_aid_3 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,stapler/stapler_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      pliers/pliers_2 (nan)      band_aid/band_aid_3 (nan)      food_jar/food_jar_5 (nan)      food_jar/food_jar_5 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,food_jar/food_jar_5 (nan)      pliers/pliers_2 (nan)      stapler/stapler_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      band_aid/band_aid_3 (nan)      ,food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,food_jar/food_jar_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      pliers/pliers_2 (nan)      stapler/stapler_2 (nan)      band_aid/band_aid_3 (nan)      food_jar/food_jar_5 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,stapler/stapler_2 (nan)      food_jar/food_jar_5 (nan)      band_aid/band_aid_3 (nan)      pliers/pliers_2 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
jar,pliers/pliers_2 (nan)      food_jar/food_jar_5 (nan)      stapler/stapler_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      band_aid/band_aid_3 (nan)      ,food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,stapler/stapler_2 (nan)      food_jar/food_jar_5 (nan)      pliers/pliers_2 (nan)      band_aid/band_aid_3 (nan)      food_jar/food_jar_5 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,food_jar/food_jar_5 (nan)      stapler/stapler_2 (nan)      food_jar/food_jar_5 (nan)      band_aid/band_aid_3 (nan)      pliers/pliers_2 (nan)      food_jar/food_jar_5 (nan)      ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) food_jar/food_jar_5 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - jar,,,,,,,,0.8833333333333332,1.0,0.8666666666666666,0.9
 ,,,,,,,,,,,
frame,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_3 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
frame,picture_frame/picture_frame_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      shampoo/shampoo_2 (nan)      pencil/pencil_5 (nan)      fork/fork_5 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_3 (nan)      ,picture_frame/picture_frame_3 (nan) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
frame,shampoo/shampoo_2 (nan)      pencil/pencil_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
frame,picture_frame/picture_frame_3 (nan)      pencil/pencil_5 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      ,picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_3 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_3 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_3 (nan)      picture_frame/picture_frame_3 (nan)      pencil/pencil_5 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
frame,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      picture_frame/picture_frame_3 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
frame,pencil/pencil_5 (nan)      picture_frame/picture_frame_3 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
frame,picture_frame/picture_frame_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      ,picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) picture_frame/picture_frame_3 (nan) ,picture_frame/picture_frame_3 (nan) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
Total - frame,,,,,,,,0.7166666666666666,0.9,0.5666666666666667,0.6633333333333333
 ,,,,,,,,,,,
measure,measuring_tape/measuring_tape_5 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      stapler/stapler_2 (nan)      band_aid/band_aid_3 (nan)      ,measuring_tape/measuring_tape_5 (nan) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
measure,measuring_tape/measuring_tape_5 (nan)      measuring_tape/measuring_tape_5 (nan)      band_aid/band_aid_3 (nan)      pliers/pliers_2 (nan)      stapler/stapler_2 (nan)      ,measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
measure,presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      pliers/pliers_2 (nan)      stapler/stapler_2 (nan)      measuring_tape/measuring_tape_5 (nan)      band_aid/band_aid_3 (nan)      measuring_tape/measuring_tape_5 (nan)      ,measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) ,measuring_tape/measuring_tape_5 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
measure,measuring_tape/measuring_tape_5 (nan)      measuring_tape/measuring_tape_5 (nan)      band_aid/band_aid_3 (nan)      stapler/stapler_2 (nan)      ,measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) ,,0.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0
measure,measuring_tape/measuring_tape_5 (nan)      measuring_tape/measuring_tape_5 (nan)      stapler/stapler_2 (nan)      band_aid/band_aid_3 (nan)      ,measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
measure,measuring_tape/measuring_tape_5 (nan)      stapler/stapler_2 (nan)      measuring_tape/measuring_tape_5 (nan)      band_aid/band_aid_3 (nan)      pliers/pliers_2 (nan)      ,measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) ,measuring_tape/measuring_tape_5 (nan) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
measure,shampoo/shampoo_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      band_aid/band_aid_3 (nan)      measuring_tape/measuring_tape_5 (nan)      stapler/stapler_2 (nan)      pliers/pliers_2 (nan)      ,measuring_tape/measuring_tape_5 (nan) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
measure,measuring_tape/measuring_tape_5 (nan)      measuring_tape/measuring_tape_5 (nan)      measuring_tape/measuring_tape_5 (nan)      stapler/stapler_2 (nan)      band_aid/band_aid_3 (nan)      ,measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) measuring_tape/measuring_tape_5 (nan) ,measuring_tape/measuring_tape_5 (nan) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
measure,measuring_tape/measuring_tape_5 (nan)      shampoo/shampoo_2 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      band_aid/band_aid_3 (nan)      stapler/stapler_2 (nan)      ,measuring_tape/measuring_tape_5 (nan) ,,0.0,5.0,0.0,1.0,0.833333333333,0.0,0.0,0.0
measure,pliers/pliers_2 (nan)      stapler/stapler_2 (nan)      measuring_tape/measuring_tape_5 (nan)      band_aid/band_aid_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      ,measuring_tape/measuring_tape_5 (nan) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
Total - measure,,,,,,,,0.6649999999999999,0.3,0.11666666666666665,0.16666666666666666
 ,,,,,,,,,,,
scissors,scissors/scissors_4 (nan)      picture_frame/picture_frame_3 (nan)      scissors/scissors_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      band_aid/band_aid_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,scissors/scissors_4 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
scissors,scissors/scissors_4 (nan)      scissors/scissors_4 (nan)      band_aid/band_aid_3 (nan)      picture_frame/picture_frame_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
scissors,picture_frame/picture_frame_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      shampoo/shampoo_2 (nan)      fork/fork_5 (nan)      band_aid/band_aid_3 (nan)      scissors/scissors_4 (nan)      ,scissors/scissors_4 (nan) ,fork/fork_5 (nan) ,0.0,4.0,1.0,1.0,0.666666666667,0.0,0.0,0.0
scissors,band_aid/band_aid_3 (nan)      picture_frame/picture_frame_3 (nan)      scissors/scissors_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      ,scissors/scissors_4 (nan) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
scissors,shampoo/shampoo_2 (nan)      picture_frame/picture_frame_3 (nan)      scissors/scissors_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      scissors/scissors_4 (nan)      band_aid/band_aid_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,scissors/scissors_4 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
scissors,scissors/scissors_4 (nan)      scissors/scissors_4 (nan)      picture_frame/picture_frame_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,scissors/scissors_4 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
scissors,scissors/scissors_4 (nan)      scissors/scissors_4 (nan)      scissors/scissors_4 (nan)      picture_frame/picture_frame_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,scissors/scissors_4 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
scissors,scissors/scissors_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_2 (nan)      shampoo/shampoo_2 (nan)      picture_frame/picture_frame_3 (nan)      band_aid/band_aid_3 (nan)      scissors/scissors_4 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,,0.0,4.0,0.0,2.0,0.666666666667,0.0,0.0,0.0
scissors,picture_frame/picture_frame_3 (nan)      scissors/scissors_4 (nan)      band_aid/band_aid_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,scissors/scissors_4 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
scissors,scissors/scissors_4 (nan)      picture_frame/picture_frame_3 (nan)      scissors/scissors_4 (nan)      band_aid/band_aid_3 (nan)      ,scissors/scissors_4 (nan) scissors/scissors_4 (nan) ,scissors/scissors_4 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
Total - scissors,,,,,,,,0.6216666666666667,0.6,0.26666666666666666,0.3666666666666666
 ,,,,,,,,,,,
pepper,soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_1 (nan)      picture_frame/picture_frame_3 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) soda_bottle/soda_bottle_1 (nan) ,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
pepper,soda_bottle/soda_bottle_1 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_3 (nan)      banana/banana_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
pepper,picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      banana/banana_1 (nan)      soda_bottle/soda_bottle_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
pepper,picture_frame/picture_frame_3 (nan)      banana/banana_1 (nan)      soda_bottle/soda_bottle_1 (nan)      soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) soda_bottle/soda_bottle_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
pepper,bell_pepper/bell_pepper_1 (nan)      picture_frame/picture_frame_3 (nan)      pliers/pliers_2 (nan)      banana/banana_1 (nan)      mouse/mouse_3 (nan)      soda_bottle/soda_bottle_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
pepper,pliers/pliers_2 (nan)      banana/banana_1 (nan)      soda_bottle/soda_bottle_1 (nan)      picture_frame/picture_frame_3 (nan)      bell_pepper/bell_pepper_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
pepper,picture_frame/picture_frame_3 (nan)      bell_pepper/bell_pepper_1 (nan)      soda_bottle/soda_bottle_1 (nan)      soda_bottle/soda_bottle_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) soda_bottle/soda_bottle_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
pepper,picture_frame/picture_frame_3 (nan)      bell_pepper/bell_pepper_1 (nan)      pliers/pliers_2 (nan)      banana/banana_1 (nan)      mouse/mouse_3 (nan)      soda_bottle/soda_bottle_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) ,,0.0,4.0,0.0,2.0,0.666666666667,0.0,0.0,0.0
pepper,picture_frame/picture_frame_3 (nan)      shampoo/shampoo_2 (nan)      mouse/mouse_3 (nan)      banana/banana_1 (nan)      pliers/pliers_2 (nan)      soda_bottle/soda_bottle_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) ,shampoo/shampoo_2 (nan) ,0.0,4.0,1.0,1.0,0.666666666667,0.0,0.0,0.0
pepper,picture_frame/picture_frame_3 (nan)      mouse/mouse_3 (nan)      banana/banana_1 (nan)      pliers/pliers_2 (nan)      soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_1 (nan) ,bell_pepper/bell_pepper_1 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
Total - pepper,,,,,,,,0.64,0.5,0.21666666666666665,0.29999999999999993
 ,,,,,,,,,,,
yellow,food_can/food_can_1 (nan)      shampoo/shampoo_2 (nan)      fork/fork_5 (nan)      pliers/pliers_2 (nan)      banana/banana_1 (nan)      mouse/mouse_3 (nan)      ,food_can/food_can_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
yellow,measuring_tape/measuring_tape_5 (nan)      food_can/food_can_1 (nan)      shampoo/shampoo_2 (nan)      banana/banana_1 (nan)      mouse/mouse_3 (nan)      pliers/pliers_2 (nan)      ,food_can/food_can_1 (nan) banana/banana_1 (nan) measuring_tape/measuring_tape_5 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,2.0,0.666666666667,1.0,0.333333333333,0.5
yellow,pliers/pliers_2 (nan)      mouse/mouse_3 (nan)      shampoo/shampoo_2 (nan)      food_can/food_can_1 (nan)      ,food_can/food_can_1 (nan) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
