Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
bowl,picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      bowl/bowl_1 (nan)      bowl/bowl_1 (nan)      food_jar/food_jar_3 (nan)      ,bowl/bowl_1 (nan) bowl/bowl_1 (nan) ,picture_frame/picture_frame_4 (nan) bowl/bowl_1 (nan) bowl/bowl_1 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
Total - bowl,,,,,,,,0.8866666666666667,0.8833333333333332,0.9333333333333332,0.8933333333333333
 ,,,,,,,,,,,
apple,band_aid/band_aid_4 (nan)      stapler/stapler_3 (nan)      apple/apple_5 (nan)      pliers/pliers_2 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
apple,apple/apple_5 (nan)      stapler/stapler_3 (nan)      band_aid/band_aid_4 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
apple,band_aid/band_aid_4 (nan)      apple/apple_5 (nan)      stapler/stapler_3 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
apple,apple/apple_5 (nan)      stapler/stapler_3 (nan)      band_aid/band_aid_4 (nan)      pliers/pliers_2 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
apple,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      pliers/pliers_2 (nan)      apple/apple_5 (nan)      band_aid/band_aid_4 (nan)      stapler/stapler_3 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
apple,stapler/stapler_3 (nan)      pliers/pliers_2 (nan)      apple/apple_5 (nan)      apple/apple_5 (nan)      band_aid/band_aid_4 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
apple,apple/apple_5 (nan)      stapler/stapler_3 (nan)      apple/apple_5 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
apple,apple/apple_5 (nan)      apple/apple_5 (nan)      band_aid/band_aid_4 (nan)      stapler/stapler_3 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
apple,apple/apple_5 (nan)      stapler/stapler_3 (nan)      apple/apple_5 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) apple/apple_5 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
apple,stapler/stapler_3 (nan)      band_aid/band_aid_4 (nan)      pliers/pliers_2 (nan)      apple/apple_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,apple/apple_5 (nan) apple/apple_5 (nan) ,apple/apple_5 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - apple,,,,,,,,0.8116666666666668,1.0,0.7166666666666667,0.8266666666666668
 ,,,,,,,,,,,
bell,stapler/stapler_3 (nan)      picture_frame/picture_frame_4 (nan)      bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,picture_frame/picture_frame_4 (nan)      stapler/stapler_3 (nan)      pliers/pliers_2 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_2 (nan)      food_jar/food_jar_3 (nan)      picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      stapler/stapler_3 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_2 (nan)      stapler/stapler_3 (nan)      bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_4 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_2 (nan)      stapler/stapler_3 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_4 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,food_jar/food_jar_3 (nan)      bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      stapler/stapler_3 (nan)      picture_frame/picture_frame_4 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_4 (nan)      food_jar/food_jar_3 (nan)      stapler/stapler_3 (nan)      cell_phone/cell_phone_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_2 (nan)      picture_frame/picture_frame_4 (nan)      stapler/stapler_3 (nan)      pliers/pliers_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,stapler/stapler_3 (nan)      bell_pepper/bell_pepper_2 (nan)      bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_4 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_2 (nan)      food_jar/food_jar_3 (nan)      picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      stapler/stapler_3 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - bell,,,,,,,,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
metal,can_opener/can_opener_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      stapler/stapler_3 (nan)      can_opener/can_opener_5 (nan)      shampoo/shampoo_3 (nan)      ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) stapler/stapler_3 (nan) can_opener/can_opener_5 (nan) ,2.0,1.0,1.0,1.0,0.6,0.666666666667,0.666666666667,0.666666666667
metal,shampoo/shampoo_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      can_opener/can_opener_5 (nan)      stapler/stapler_3 (nan)      can_opener/can_opener_5 (nan)      ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) stapler/stapler_3 (nan) ,2.0,1.0,1.0,1.0,0.6,0.666666666667,0.666666666667,0.666666666667
metal,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      shampoo/shampoo_3 (nan)      cell_phone/cell_phone_2 (nan)      stapler/stapler_3 (nan)      food_jar/food_jar_3 (nan)      can_opener/can_opener_5 (nan)      ,can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) cell_phone/cell_phone_2 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
metal,shampoo/shampoo_3 (nan)      stapler/stapler_3 (nan)      food_jar/food_jar_3 (nan)      cell_phone/cell_phone_2 (nan)      can_opener/can_opener_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,can_opener/can_opener_5 (nan) ,cell_phone/cell_phone_2 (nan) can_opener/can_opener_5 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
metal,can_opener/can_opener_5 (nan)      stapler/stapler_3 (nan)      can_opener/can_opener_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      can_opener/can_opener_5 (nan)      ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
metal,shampoo/shampoo_3 (nan)      stapler/stapler_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      can_opener/can_opener_5 (nan)      ,can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
metal,can_opener/can_opener_5 (nan)      stapler/stapler_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      shampoo/shampoo_3 (nan)      can_opener/can_opener_5 (nan)      ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) stapler/stapler_3 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
metal,shampoo/shampoo_3 (nan)      can_opener/can_opener_5 (nan)      stapler/stapler_3 (nan)      can_opener/can_opener_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) stapler/stapler_3 (nan) can_opener/can_opener_5 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
metal,stapler/stapler_3 (nan)      food_jar/food_jar_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      shampoo/shampoo_3 (nan)      can_opener/can_opener_5 (nan)      ,can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
metal,can_opener/can_opener_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      can_opener/can_opener_5 (nan)      stapler/stapler_3 (nan)      ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) ,can_opener/can_opener_5 (nan) can_opener/can_opener_5 (nan) stapler/stapler_3 (nan) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
Total - metal,,,,,,,,0.7966666666666666,0.7333333333333333,0.8999999999999998,0.7933333333333333
 ,,,,,,,,,,,
frame,food_jar/food_jar_3 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      food_jar/food_jar_3 (nan)      ,picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      pencil/pencil_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      picture_frame/picture_frame_4 (nan)      picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_4 (nan)      picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
frame,picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      pliers/pliers_2 (nan)      picture_frame/picture_frame_4 (nan)      ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,pencil/pencil_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      food_jar/food_jar_3 (nan)      cell_phone/cell_phone_2 (nan)      ,picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,pencil/pencil_5 (nan)      picture_frame/picture_frame_4 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      picture_frame/picture_frame_4 (nan)      ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
frame,picture_frame/picture_frame_4 (nan)      picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_4 (nan)      ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_4 (nan)      picture_frame/picture_frame_4 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_4 (nan)      ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) picture_frame/picture_frame_4 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - frame,,,,,,,,0.9466666666666667,1.0,0.9333333333333332,0.96
 ,,,,,,,,,,,
scissors,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      scissors/scissors_3 (nan)      scissors/scissors_3 (nan)      picture_frame/picture_frame_4 (nan)      stapler/stapler_3 (nan)      scissors/scissors_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
scissors,scissors/scissors_3 (nan)      stapler/stapler_3 (nan)      scissors/scissors_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) stapler/stapler_3 (nan) scissors/scissors_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
scissors,picture_frame/picture_frame_4 (nan)      scissors/scissors_3 (nan)      scissors/scissors_3 (nan)      stapler/stapler_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
scissors,scissors/scissors_3 (nan)      scissors/scissors_3 (nan)      stapler/stapler_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
scissors,scissors/scissors_3 (nan)      picture_frame/picture_frame_4 (nan)      stapler/stapler_3 (nan)      scissors/scissors_3 (nan)      scissors/scissors_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
scissors,scissors/scissors_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      scissors/scissors_3 (nan)      picture_frame/picture_frame_4 (nan)      stapler/stapler_3 (nan)      food_jar/food_jar_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
scissors,picture_frame/picture_frame_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      scissors/scissors_3 (nan)      stapler/stapler_3 (nan)      ,scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
scissors,stapler/stapler_3 (nan)      picture_frame/picture_frame_4 (nan)      food_jar/food_jar_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      scissors/scissors_3 (nan)      ,scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
scissors,scissors/scissors_3 (nan)      stapler/stapler_3 (nan)      picture_frame/picture_frame_4 (nan)      scissors/scissors_3 (nan)      ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) scissors/scissors_3 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
scissors,stapler/stapler_3 (nan)      picture_frame/picture_frame_4 (nan)      scissors/scissors_3 (nan)      food_jar/food_jar_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,scissors/scissors_3 (nan) ,scissors/scissors_3 (nan) stapler/stapler_3 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
Total - scissors,,,,,,,,0.8550000000000001,0.9166666666666666,0.9,0.8933333333333333
 ,,,,,,,,,,,
pepper,stapler/stapler_3 (nan)      band_aid/band_aid_4 (nan)      pliers/pliers_2 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,bell_pepper/bell_pepper_2 (nan)      band_aid/band_aid_4 (nan)      pliers/pliers_2 (nan)      stapler/stapler_3 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      band_aid/band_aid_4 (nan)      bell_pepper/bell_pepper_2 (nan)      bell_pepper/bell_pepper_2 (nan)      stapler/stapler_3 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,bell_pepper/bell_pepper_2 (nan)      band_aid/band_aid_4 (nan)      stapler/stapler_3 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      band_aid/band_aid_4 (nan)      stapler/stapler_3 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,bell_pepper/bell_pepper_2 (nan)      bell_pepper/bell_pepper_2 (nan)      band_aid/band_aid_4 (nan)      stapler/stapler_3 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      cell_phone/cell_phone_2 (nan)      stapler/stapler_3 (nan)      pliers/pliers_2 (nan)      band_aid/band_aid_4 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,bell_pepper/bell_pepper_2 (nan)      bell_pepper/bell_pepper_2 (nan)      pliers/pliers_2 (nan)      stapler/stapler_3 (nan)      band_aid/band_aid_4 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,stapler/stapler_3 (nan)      bell_pepper/bell_pepper_2 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
pepper,stapler/stapler_3 (nan)      pliers/pliers_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      band_aid/band_aid_4 (nan)      bell_pepper/bell_pepper_2 (nan)      bell_pepper/bell_pepper_2 (nan)      ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,bell_pepper/bell_pepper_2 (nan) bell_pepper/bell_pepper_2 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - pepper,,,,,,,,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001
 ,,,,,,,,,,,
