Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
comput,screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      mouse/mouse_3 (nan)      apple/apple_3 (nan)      band_aid/band_aid_1 (nan)      mouse/mouse_3 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_3 (nan)      apple/apple_3 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      mouse/mouse_3 (nan)      screwdriver/screwdriver_2 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_3 (nan)      mouse/mouse_3 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
comput,screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      mouse/mouse_3 (nan)      mouse/mouse_3 (nan)      band_aid/band_aid_1 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,bell_pepper/bell_pepper_3 (nan)      mouse/mouse_3 (nan)      screwdriver/screwdriver_2 (nan)      band_aid/band_aid_1 (nan)      mouse/mouse_3 (nan)      mouse/mouse_3 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_3 (nan)      mouse/mouse_3 (nan)      mouse/mouse_3 (nan)      screwdriver/screwdriver_2 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      mouse/mouse_3 (nan)      apple/apple_3 (nan)      band_aid/band_aid_1 (nan)      ,mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,apple/apple_3 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      mouse/mouse_3 (nan)      screwdriver/screwdriver_2 (nan)      mouse/mouse_3 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_3 (nan)      screwdriver/screwdriver_2 (nan)      mouse/mouse_3 (nan)      band_aid/band_aid_1 (nan)      ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,mouse/mouse_3 (nan) mouse/mouse_3 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
Total - comput,,,,,,,,0.9349999999999999,1.0,0.8999999999999998,0.9400000000000001
 ,,,,,,,,,,,
potato,band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      shampoo/shampoo_5 (nan)      apple/apple_3 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) ,apple/apple_3 (nan) potato/potato_3 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
potato,potato/potato_3 (nan)      band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      apple/apple_3 (nan)      shampoo/shampoo_5 (nan)      ,potato/potato_3 (nan) ,potato/potato_3 (nan) apple/apple_3 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
potato,potato/potato_3 (nan)      apple/apple_3 (nan)      band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      ,potato/potato_3 (nan) ,potato/potato_3 (nan) apple/apple_3 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
potato,allen_wrench/allen_wrench_2 (nan)      band_aid/band_aid_1 (nan)      potato/potato_3 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) potato/potato_3 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
potato,potato/potato_3 (nan)      apple/apple_3 (nan)      allen_wrench/allen_wrench_2 (nan)      shampoo/shampoo_5 (nan)      band_aid/band_aid_1 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) potato/potato_3 (nan) apple/apple_3 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
potato,allen_wrench/allen_wrench_2 (nan)      potato/potato_3 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) potato/potato_3 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
potato,allen_wrench/allen_wrench_2 (nan)      potato/potato_3 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) potato/potato_3 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
potato,potato/potato_3 (nan)      allen_wrench/allen_wrench_2 (nan)      potato/potato_3 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
potato,band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
potato,allen_wrench/allen_wrench_2 (nan)      potato/potato_3 (nan)      potato/potato_3 (nan)      ,potato/potato_3 (nan) potato/potato_3 (nan) potato/potato_3 (nan) ,potato/potato_3 (nan) potato/potato_3 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
Total - potato,,,,,,,,0.7266666666666667,0.8166666666666667,0.8,0.75
 ,,,,,,,,,,,
bell,screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      ,bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      bell_pepper/bell_pepper_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      mouse/mouse_3 (nan)      ,bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) band_aid/band_aid_1 (nan) ,1.0,0.0,1.0,1.0,0.333333333333,0.5,0.5,0.5
bell,bell_pepper/bell_pepper_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      mouse/mouse_3 (nan)      allen_wrench/allen_wrench_2 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      ,bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_3 (nan)      bell_pepper/bell_pepper_3 (nan)      screwdriver/screwdriver_2 (nan)      bell_pepper/bell_pepper_3 (nan)      band_aid/band_aid_1 (nan)      ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
bell,bell_pepper/bell_pepper_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      bell_pepper/bell_pepper_3 (nan)      screwdriver/screwdriver_2 (nan)      band_aid/band_aid_1 (nan)      ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) bell_pepper/bell_pepper_3 (nan) band_aid/band_aid_1 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
bell,bell_pepper/bell_pepper_3 (nan)      mouse/mouse_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      ,bell_pepper/bell_pepper_3 (nan) ,bell_pepper/bell_pepper_3 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - bell,,,,,,,,0.8883333333333333,0.9166666666666666,0.9,0.8966666666666665
 ,,,,,,,,,,,
needl,allen_wrench/allen_wrench_2 (nan)      band_aid/band_aid_1 (nan)      shampoo/shampoo_5 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,allen_wrench/allen_wrench_2 (nan) pliers/pliers_1 (nan) ,1.0,0.0,1.0,2.0,0.25,0.5,0.333333333333,0.4
needl,allen_wrench/allen_wrench_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      band_aid/band_aid_1 (nan)      pliers/pliers_1 (nan)      shampoo/shampoo_5 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,allen_wrench/allen_wrench_2 (nan) pliers/pliers_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
needl,band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      pliers/pliers_1 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) pliers/pliers_1 (nan) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
needl,pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) pliers/pliers_1 (nan) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
needl,pliers/pliers_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      shampoo/shampoo_5 (nan)      allen_wrench/allen_wrench_2 (nan)      band_aid/band_aid_1 (nan)      screwdriver/screwdriver_2 (nan)      ,pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) screwdriver/screwdriver_2 (nan) ,1.0,3.0,2.0,0.0,0.666666666667,0.333333333333,1.0,0.5
needl,allen_wrench/allen_wrench_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_3 (nan)      shampoo/shampoo_5 (nan)      screwdriver/screwdriver_2 (nan)      band_aid/band_aid_1 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) ,screwdriver/screwdriver_2 (nan) allen_wrench/allen_wrench_2 (nan) pliers/pliers_1 (nan) ,1.0,3.0,2.0,0.0,0.666666666667,0.333333333333,1.0,0.5
needl,pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) ,1.0,0.0,1.0,1.0,0.333333333333,0.5,0.5,0.5
needl,pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      allen_wrench/allen_wrench_2 (nan)      pliers/pliers_1 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,3.0,1.0,1.0,0.0,0.8,0.75,1.0,0.857142857143
needl,band_aid/band_aid_1 (nan)      pliers/pliers_1 (nan)      allen_wrench/allen_wrench_2 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
needl,allen_wrench/allen_wrench_2 (nan)      pliers/pliers_1 (nan)      shampoo/shampoo_5 (nan)      pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      pliers/pliers_1 (nan)      ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) ,pliers/pliers_1 (nan) pliers/pliers_1 (nan) pliers/pliers_1 (nan) allen_wrench/allen_wrench_2 (nan) ,3.0,2.0,1.0,0.0,0.833333333333,0.75,1.0,0.857142857143
Total - needl,,,,,,,,0.59,0.5666666666666667,0.7666666666666666,0.6247619047619046
 ,,,,,,,,,,,
bowl,pliers/pliers_1 (nan)      bowl/bowl_3 (nan)      shampoo/shampoo_5 (nan)      bowl/bowl_3 (nan)      band_aid/band_aid_1 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
bowl,shampoo/shampoo_5 (nan)      bowl/bowl_3 (nan)      pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      bowl/bowl_3 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      shampoo/shampoo_5 (nan)      bowl/bowl_3 (nan)      bowl/bowl_3 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,shampoo/shampoo_5 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      pliers/pliers_1 (nan)      bowl/bowl_3 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
bowl,bowl/bowl_3 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
bowl,bowl/bowl_3 (nan)      shampoo/shampoo_5 (nan)      pliers/pliers_1 (nan)      bowl/bowl_3 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,shampoo/shampoo_5 (nan)      pliers/pliers_1 (nan)      bowl/bowl_3 (nan)      band_aid/band_aid_1 (nan)      ,bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      bowl/bowl_3 (nan)      shampoo/shampoo_5 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,shampoo/shampoo_5 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      bowl/bowl_3 (nan)      ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) bowl/bowl_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,shampoo/shampoo_5 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_3 (nan)      pliers/pliers_1 (nan)      ,bowl/bowl_3 (nan) ,bowl/bowl_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - bowl,,,,,,,,0.9266666666666665,1.0,0.9,0.9400000000000001
 ,,,,,,,,,,,
