Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
cap,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      picture_frame/picture_frame_1 (nan)      cap/cap_2 (nan)      allen_wrench/allen_wrench_5 (nan)      spoon/spoon_2 (nan)      ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) cap/cap_2 (nan) ,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) picture_frame/picture_frame_1 (nan) cap/cap_2 (nan) ,2.0,1.0,1.0,1.0,0.6,0.666666666667,0.666666666667,0.666666666667
cap,spoon/spoon_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      picture_frame/picture_frame_1 (nan)      cap/cap_2 (nan)      ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) ,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) picture_frame/picture_frame_1 (nan) cap/cap_2 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
cap,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      picture_frame/picture_frame_1 (nan)      spoon/spoon_2 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      cap/cap_2 (nan)      ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) picture_frame/picture_frame_1 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
cap,cap/cap_2 (nan)      picture_frame/picture_frame_1 (nan)      mouse/mouse_2 (nan)      allen_wrench/allen_wrench_5 (nan)      spoon/spoon_2 (nan)      ,cap/cap_2 (nan) ,cap/cap_2 (nan) picture_frame/picture_frame_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
cap,bell_pepper/bell_pepper_5 (nan)      spoon/spoon_2 (nan)      cap/cap_2 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      ,cap/cap_2 (nan) ,cap/cap_2 (nan) picture_frame/picture_frame_1 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
cap,picture_frame/picture_frame_1 (nan)      spoon/spoon_2 (nan)      cap/cap_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      mouse/mouse_2 (nan)      allen_wrench/allen_wrench_5 (nan)      ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) ,picture_frame/picture_frame_1 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) cap/cap_2 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
cap,spoon/spoon_2 (nan)      picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      cap/cap_2 (nan)      ,cap/cap_2 (nan) ,cap/cap_2 (nan) picture_frame/picture_frame_1 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
cap,cap/cap_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      spoon/spoon_2 (nan)      picture_frame/picture_frame_1 (nan)      ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) ,cap/cap_2 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) picture_frame/picture_frame_1 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
cap,allen_wrench/allen_wrench_5 (nan)      picture_frame/picture_frame_1 (nan)      bell_pepper/bell_pepper_5 (nan)      spoon/spoon_2 (nan)      cap/cap_2 (nan)      mouse/mouse_2 (nan)      ,cap/cap_2 (nan) ,picture_frame/picture_frame_1 (nan) cap/cap_2 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
cap,allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      spoon/spoon_2 (nan)      picture_frame/picture_frame_1 (nan)      cap/cap_2 (nan)      bell_pepper/bell_pepper_5 (nan)      ,cap/cap_2 (nan) ,cap/cap_2 (nan) picture_frame/picture_frame_1 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
Total - cap,,,,,,,,0.7816666666666666,0.5833333333333333,0.9666666666666666,0.7200000000000001
 ,,,,,,,,,,,
comput,bell_pepper/bell_pepper_5 (nan)      mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_2 (nan)      mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      mouse/mouse_2 (nan)      ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      bell_pepper/bell_pepper_5 (nan)      ,mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,picture_frame/picture_frame_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      mouse/mouse_2 (nan)      allen_wrench/allen_wrench_5 (nan)      bell_pepper/bell_pepper_5 (nan)      mouse/mouse_2 (nan)      ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      mouse/mouse_2 (nan)      ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
comput,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      allen_wrench/allen_wrench_5 (nan)      picture_frame/picture_frame_1 (nan)      bell_pepper/bell_pepper_5 (nan)      mouse/mouse_2 (nan)      ,mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      bell_pepper/bell_pepper_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,mouse/mouse_2 (nan)      mouse/mouse_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      picture_frame/picture_frame_1 (nan)      ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
comput,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      mouse/mouse_2 (nan)      mouse/mouse_2 (nan)      ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
comput,picture_frame/picture_frame_1 (nan)      mouse/mouse_2 (nan)      mouse/mouse_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,mouse/mouse_2 (nan) mouse/mouse_2 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - comput,,,,,,,,0.9416666666666667,1.0,0.9333333333333332,0.96
 ,,,,,,,,,,,
bell,mouse/mouse_2 (nan)      measuring_tape/measuring_tape_5 (nan)      plate/plate_1 (nan)      bell_pepper/bell_pepper_5 (nan)      ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
bell,bell_pepper/bell_pepper_5 (nan)      measuring_tape/measuring_tape_5 (nan)      plate/plate_1 (nan)      mouse/mouse_2 (nan)      allen_wrench/allen_wrench_5 (nan)      ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
bell,measuring_tape/measuring_tape_5 (nan)      plate/plate_1 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      bell_pepper/bell_pepper_5 (nan)      water_bottle/water_bottle_5 (nan)      ,bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      plate/plate_1 (nan)      measuring_tape/measuring_tape_5 (nan)      ,bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,measuring_tape/measuring_tape_5 (nan)      water_bottle/water_bottle_5 (nan)      bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      plate/plate_1 (nan)      mouse/mouse_2 (nan)      ,bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_5 (nan)      mouse/mouse_2 (nan)      plate/plate_1 (nan)      ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
bell,measuring_tape/measuring_tape_5 (nan)      bell_pepper/bell_pepper_5 (nan)      plate/plate_1 (nan)      mouse/mouse_2 (nan)      ,bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bell,bell_pepper/bell_pepper_5 (nan)      bell_pepper/bell_pepper_5 (nan)      plate/plate_1 (nan)      ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
bell,mouse/mouse_2 (nan)      measuring_tape/measuring_tape_5 (nan)      bell_pepper/bell_pepper_5 (nan)      plate/plate_1 (nan)      ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
bell,bell_pepper/bell_pepper_5 (nan)      mouse/mouse_2 (nan)      plate/plate_1 (nan)      measuring_tape/measuring_tape_5 (nan)      allen_wrench/allen_wrench_5 (nan)      ,bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - bell,,,,,,,,0.8383333333333333,1.0,0.7499999999999999,0.8300000000000001
 ,,,,,,,,,,,
jar,food_jar/food_jar_1 (nan)      bell_pepper/bell_pepper_5 (nan)      lightbulb/lightbulb_4 (nan)      band_aid/band_aid_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
jar,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
jar,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      food_jar/food_jar_1 (nan)      band_aid/band_aid_1 (nan)      lightbulb/lightbulb_4 (nan)      bell_pepper/bell_pepper_5 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
jar,lightbulb/lightbulb_4 (nan)      bell_pepper/bell_pepper_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,bell_pepper/bell_pepper_5 (nan)      lightbulb/lightbulb_4 (nan)      food_jar/food_jar_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      band_aid/band_aid_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
jar,food_jar/food_jar_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      band_aid/band_aid_1 (nan)      bell_pepper/bell_pepper_5 (nan)      lightbulb/lightbulb_4 (nan)      ,food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
jar,food_jar/food_jar_1 (nan)      food_jar/food_jar_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,food_jar/food_jar_1 (nan)      bell_pepper/bell_pepper_5 (nan)      food_jar/food_jar_1 (nan)      lightbulb/lightbulb_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
jar,lightbulb/lightbulb_4 (nan)      bell_pepper/bell_pepper_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      band_aid/band_aid_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) ,band_aid/band_aid_1 (nan) food_jar/food_jar_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
jar,bell_pepper/bell_pepper_5 (nan)      lightbulb/lightbulb_4 (nan)      band_aid/band_aid_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) ,band_aid/band_aid_1 (nan) food_jar/food_jar_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
Total - jar,,,,,,,,0.7633333333333333,0.7166666666666666,0.8833333333333332,0.7466666666666667
 ,,,,,,,,,,,
frame,mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      bell_pepper/bell_pepper_5 (nan)      picture_frame/picture_frame_1 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      ,picture_frame/picture_frame_1 (nan) ,mouse/mouse_2 (nan) picture_frame/picture_frame_1 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
frame,picture_frame/picture_frame_1 (nan)      picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
frame,picture_frame/picture_frame_1 (nan)      bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      measuring_tape/measuring_tape_5 (nan)      scissors/scissors_4 (nan)      ,picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) mouse/mouse_2 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
frame,mouse/mouse_2 (nan)      scissors/scissors_4 (nan)      allen_wrench/allen_wrench_5 (nan)      bell_pepper/bell_pepper_5 (nan)      picture_frame/picture_frame_1 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,mouse/mouse_2 (nan) picture_frame/picture_frame_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
frame,mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      picture_frame/picture_frame_1 (nan)      bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) mouse/mouse_2 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
frame,bell_pepper/bell_pepper_5 (nan)      mouse/mouse_2 (nan)      scissors/scissors_4 (nan)      picture_frame/picture_frame_1 (nan)      allen_wrench/allen_wrench_5 (nan)      ,picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
frame,picture_frame/picture_frame_1 (nan)      bell_pepper/bell_pepper_5 (nan)      scissors/scissors_4 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      picture_frame/picture_frame_1 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) mouse/mouse_2 (nan) picture_frame/picture_frame_1 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
frame,mouse/mouse_2 (nan)      bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      picture_frame/picture_frame_1 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) mouse/mouse_2 (nan) ,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
frame,picture_frame/picture_frame_1 (nan)      mouse/mouse_2 (nan)      bell_pepper/bell_pepper_5 (nan)      allen_wrench/allen_wrench_5 (nan)      picture_frame/picture_frame_1 (nan)      ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) ,picture_frame/picture_frame_1 (nan) picture_frame/picture_frame_1 (nan) mouse/mouse_2 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
Total - frame,,,,,,,,0.7783333333333333,0.7,0.8666666666666666,0.7533333333333333
 ,,,,,,,,,,,
orang,book/book_3 (nan)      plate/plate_1 (nan)      scissors/scissors_4 (nan)      mouse/mouse_2 (nan)      allen_wrench/allen_wrench_5 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) ,book/book_3 (nan) scissors/scissors_4 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,scissors/scissors_4 (nan)      plate/plate_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      book/book_3 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) ,scissors/scissors_4 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) book/book_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,mouse/mouse_2 (nan)      plate/plate_1 (nan)      scissors/scissors_4 (nan)      book/book_3 (nan)      allen_wrench/allen_wrench_5 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) ,book/book_3 (nan) scissors/scissors_4 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,plate/plate_1 (nan)      scissors/scissors_4 (nan)      book/book_3 (nan)      water_bottle/water_bottle_5 (nan)      mouse/mouse_2 (nan)      allen_wrench/allen_wrench_5 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) ,allen_wrench/allen_wrench_5 (nan) scissors/scissors_4 (nan) book/book_3 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
orang,book/book_3 (nan)      water_bottle/water_bottle_5 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      plate/plate_1 (nan)      ,book/book_3 (nan) ,book/book_3 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,scissors/scissors_4 (nan)      plate/plate_1 (nan)      book/book_3 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      water_bottle/water_bottle_5 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) ,book/book_3 (nan) scissors/scissors_4 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,allen_wrench/allen_wrench_5 (nan)      water_bottle/water_bottle_5 (nan)      book/book_3 (nan)      mouse/mouse_2 (nan)      plate/plate_1 (nan)      scissors/scissors_4 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) ,book/book_3 (nan) scissors/scissors_4 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,plate/plate_1 (nan)      scissors/scissors_4 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      book/book_3 (nan)      allen_wrench/allen_wrench_5 (nan)      mouse/mouse_2 (nan)      ,book/book_3 (nan) scissors/scissors_4 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) ,book/book_3 (nan) presciption_medicine_bottle/presciption_medicine_bottle_1 (nan) scissors/scissors_4 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
