picture_frame/picture_frame_4,here is a double frame picture frame made of dark wood the frame is empty and i can only see the right side of the glass
pencil/pencil_2,this is an ink pen
water_bottle/water_bottle_4,the object is a bottle of water
bell_pepper/bell_pepper_3,this is a green bell pepper
measuring_tape/measuring_tape_5, only cardboard
apple/apple_3,a shiny red apple
plate/plate_2,the object is a light blue plate
banana/banana_2,a bunch of yellow curved fruit from a tropical tree
cap/cap_2,it is a white hat with a breitling label on the back
marker/marker_1,i cannot see this object
toothbrush/toothbrush_5,this is a tooth brush the tooth brush is in a red package and it is white and blue
medicine_bottle/medicine_bottle_5,this object is a bottle of nyquil
band_aid/band_aid_5,this is a box of band aids
spoon/spoon_5,this is a white plastic spoon
flashlight/flashlight_2,it is a black and orange flashlight with a black strap
lightbulb/lightbulb_1,a fluorescent light bulb
lemon/lemon_4, uncut
scissors/scissors_6,the item is blue and silver the item is shaped like an x
toothpaste/toothpaste_5,a tube of toothpaste
marker/marker_6,use to write
cell_phone/cell_phone_2,it is an old cellphone with a number pad
shampoo/shampoo_5,a plastic bottle of shampoo
bowl/bowl_2,here is a blue bowl made of glass
picture_frame/picture_frame_4,this is the back side of a black picture frame you can hang it up or sit it on a surface
banana/banana_3,this is a yellow banana that is straight instead of curved
screwdriver/screwdriver_1,a red and black flat head screw driver
marker/marker_4,the object is a black marker
plate/plate_3,the object is a red plate
toothpaste/toothpaste_2,a red white and blue box of toothpaste
potato/potato_1,this is whole
coffee_mug/coffee_mug_5, with a yellow cap
pencil/pencil_5,it is a yellow and green mechanical pencil
hammer/hammer_1,this is a hammer with a yellow and black handle
fork/fork_5,a white plastic fork
hand_towel/hand_towel_2,this is a dark gray
scissors/scissors_5,this is a pair of nail cutters
toothbrush/toothbrush_3,this is a small blue bowl
toothpaste/toothpaste_2,the object is a box of toothpaste
shampoo/shampoo_1,a tall white and blue bottle of shampoo
toothbrush/toothbrush_3,a green toothbrush
apple/apple_3,it is a red and yellow apple
band_aid/band_aid_2,on the table is a box of flexible fabric bandaids the box is blue with white writing and 3 tan bandaids
fork/fork_4,a plain stainless stell fork
lemon/lemon_1,this item is small and yellow it is not perfectly round
soda_bottle/soda_bottle_3,this is a 2 liter bottle of cocacola
pliers/pliers_5,this is a pair of pliers
toothbrush/toothbrush_4,a blue and purple toothbrush
apple/apple_2,it is a granny smith apple
picture_frame/picture_frame_5,a standing picture frame
medicine_bottle/medicine_bottle_3,it is a white mug
marker/marker_3,a green magic marker
medicine_bottle/medicine_bottle_2,it is a medium sized medicine bottle
water_bottle/water_bottle_4,a bottle of water used by people to stay hydrated on the go and an alternate  method of getting water besides a fucet
picture_frame/picture_frame_2,a box that holds paintings or pictures encased in glass
band_aid/band_aid_3,a box of bandages
band_aid/band_aid_3,a box full of bandages
toothpaste/toothpaste_3,a tube of toothpaste
coffee_mug/coffee_mug_5,a white cup with gold rim
measuring_tape/measuring_tape_2,a black and silver measuring tape
soda_bottle/soda_bottle_5,this is a 16 oz bottle of cokacola
measuring_tape/measuring_tape_3,the object is a pink and black tape measure
lightbulb/lightbulb_5,this is a light bulb
bowl/bowl_2,the object is a bowl the bowl is blue
bell_pepper/bell_pepper_2,this is a red pepper
marker/marker_3,a green marker
stapler/stapler_1,a pink staple gun
shampoo/shampoo_3,a tall blue bottle of mens soap
marker/marker_6,a red magic marker
allen_wrench/allen_wrench_3,here is an allen wrench it is gray
book/book_4,white square object that has paper with thousands of human words meant for the enjoyment of reading
hammer/hammer_2,this object is a yellow and black hammer
band_aid/band_aid_5,the object is a box of band aid brand bandages
hand_towel/hand_towel_3,a christmas themed white dish towel
soda_bottle/soda_bottle_5,a bottle full of soda
shampoo/shampoo_1,it is a head and shoulders shampoo bottle
picture_frame/picture_frame_3,this is a picture frame with a black back
medicine_bottle/medicine_bottle_4,the object is a bottle of d3 vitamins
lemon/lemon_4,this is a yellow lemon
allen_wrench/allen_wrench_4,in this image is a allen wrench witch is a type of tool
notebook/notebook_1,this is a spiral bound college ruled paper notebook  the cover is red and has a umbc logo on it
fork/fork_3,this is a silver dinner fork
hammer/hammer_6,it is a rubber mallet
picture_frame/picture_frame_1,a white standing picture frame
shampoo/shampoo_1,a container of head and shoulders shampoo with blue lettering and a blue top
coffee_mug/coffee_mug_2,a black cup with a yellow interior
food_can/food_can_2,office
toothpaste/toothpaste_2,this item is long and hyperrectangular that contains colgate brand toothpaste
cell_phone/cell_phone_1,the object is a bar style cell phone
bell_pepper/bell_pepper_5,a orange pepper
gauze/gauze_2,a box of gauze
marker/marker_2,a dry erase marker that is black in color the outside is white and the lid is black
spoon/spoon_4,it is a metal spoon
band_aid/band_aid_5,this image shows a pair of bandages used for cuts or scrapes
syringe/syringe_2,an orange colored syringe with a tiny needle
lime/lime_2,this is a lime
apple/apple_5,a red and yellow apple
apple/apple_2,a green apple with a sticker
band_aid/band_aid_2,a box of bandages
onion/onion_4,i see a white onion
bell_pepper/bell_pepper_3,a green pepper
food_can/food_can_2,a can of food such as canned beans or vegetables
spoon/spoon_3,a stainless steel soup spoon
flashlight/flashlight_2,a small black flashlight with a wrist strap
medicine_bottle/medicine_bottle_2,the object is a bottle of medication the bottle is white with instructions written on the back
potato/potato_4,a small round potato
picture_frame/picture_frame_4,it is a black
stapler/stapler_1,a pink stapler
bowl/bowl_2,this is a small deep blue ceramic bowl
can_opener/can_opener_3,on the turntable is a shiny
flashlight/flashlight_3,a tool used to produce light
water_bottle/water_bottle_2,this is a bottle of fiji water fiji is known as a more luxurious brand of water the bottle is a rounded square with blue and pink flowers on it
scissors/scissors_3, whole orange bell pepper
lightbulb/lightbulb_3,the object is a lightbulb
picture_frame/picture_frame_2, still in the package
can_opener/can_opener_5, an electronic gadget 
screwdriver/screwdriver_4,a black and yellow screwdriver
bell_pepper/bell_pepper_5,there is a yellow pepper
book/book_1,a book you read from
lemon/lemon_2,a yellow lemon
fork/fork_2,it is a silver metal fork
medicine_bottle/medicine_bottle_4,this is a bottle of some sort of medicine but i am unable to detect what kind it is  na
hand_towel/hand_towel_2,i see a small gray hand towel
bell_pepper/bell_pepper_3,a green bell pepper
cell_phone/cell_phone_2,a callphone that looks to be about 10 years old it is silver and has a small screen on it
sponge/sponge_1,this is a kitchen sponge it is dark brown on the back
allen_wrench/allen_wrench_2,a tool used to tighten or loosen alan screws
plate/plate_2,to serve a food to eat
sponge/sponge_1,this cake is spongy and topped with chocolate icing
picture_frame/picture_frame_1,white square display case for showing photographs
allen_wrench/allen_wrench_1,a small set of allen wrenches in a red container
scissors/scissors_2, and the last third clear plastic
hammer/hammer_1,a yellow and black hammer
band_aid/band_aid_1,it is a small
cap/cap_2,this is a white hat with the letter b
syringe/syringe_2,a orange syringe needle
band_aid/band_aid_4,a box of bandaids adhesive strips lay with the front of the box facing up
can_opener/can_opener_5,na
hand_towel/hand_towel_3,a white dish towel
water_bottle/water_bottle_4,this is a bottle of water
toothpaste/toothpaste_4,this is a tube of oral b toothpaste
toothbrush/toothbrush_3,this is a green toothbrush
hammer/hammer_6,it is a rubber mallet with a silver hook
lightbulb/lightbulb_4,it is a white incandescent lightbulb
band_aid/band_aid_3,this is a small cardboard box of disposable bandages the small cardboard box of bandages is blue and white in color and small in size
banana/banana_5,this is a banana
flashlight/flashlight_1,a flashlight with wrist strap
allen_wrench/allen_wrench_4,an allen wrench
cap/cap_1,the object is a hat with a rainbow os on the front
hammer/hammer_1,this is a hammer it is yellow and black
scissors/scissors_5,this is a small pair of grooming scissors these scissors are often used for grooming fingernails
food_jar/food_jar_3,a jar of spaghetti sauce
book/book_2,this is a large book
lemon/lemon_1,a yellow lemon
shampoo/shampoo_4,this is a box of tissues it is rectangular in shape and there is a blue and white bubble pattern on the box
eye_glasses/eye_glasses_1,here are a pair of eyeglasses they have a thick
marker/marker_2,a black dry erase marker
food_can/food_can_4, raw red potato
tissue_box/tissue_box_1,a open box of tissues
lime/lime_1,the object is an avocado
spoon/spoon_3,this is a silver serving spoon
lightbulb/lightbulb_5,it is an incandescent white light bulb
marker/marker_2,a black whiteboard marker
plate/plate_4,a bright green china pasta plate
mouse/mouse_2,a round object used to navigate a computer
scissors/scissors_1,this is a pair of scissors which is used to cut things
potato/potato_5,helpful in detoxification and acidity regulation in the body
coffee_mug/coffee_mug_4,a colorful teacup
pliers/pliers_5,pliers with a black and red handle
plate/plate_3,a red plate consistent with that of a bowl but with shallower edges
cap/cap_1,this is a black cap with a white front  the white front has a multicolore emblem on it
book/book_1,a paperbook book
pliers/pliers_4, whole
food_jar/food_jar_1, and is white with blue bristles
potato/potato_4,it is a bottle of pills
pliers/pliers_1,the object is a pair of pliers with pink handles
shampoo/shampoo_2,red and white bottle of soapblue box of gauze
plate/plate_5,it is a rectangular plate with red and grey line designs
toothpaste/toothpaste_1, wired mouse
hammer/hammer_4,a tool used to hammer down objects
presciption_medicine_bottle/presciption_medicine_bottle_2,this is a plastic prescription bottle supplied by a pharmacy
band_aid/band_aid_4,a blue box of large wound bandaid bandages
water_bottle/water_bottle_2,a plastic bottle of fiji water
flashlight/flashlight_3,it is a black device with a rectangular orange block at the end
stapler/stapler_1,this is a modestly sized jar of pickles from vlassic they design is classic and catchy
bowl/bowl_5,a white glass bowl with a red rim
lime/lime_4,it is a lime
syringe/syringe_2,an orange syringe
onion/onion_4,a white onion
bowl/bowl_4,a blue melamine cereal bowl
coffee_mug/coffee_mug_5,this is a white coffee mug with a gold rim
bowl/bowl_4,a blue bowl
flashlight/flashlight_2,this is a flashlight
toothbrush/toothbrush_1,this is a toothbrush
syringe/syringe_3,this is a syringe with an attached medium bore needle
mouse/mouse_2,there is a computer mouse with a loose cord
presciption_medicine_bottle/presciption_medicine_bottle_2,here is an orange pill bottle it has a white cap and label
lemon/lemon_4,a lemon
syringe/syringe_4,a small white and black syringe
lemon/lemon_3,reduce weight in our body
can_opener/can_opener_3,a turquoise hand held can opener
toothpaste/toothpaste_1,it is a package of arm and hammer completecare toothpaste
hammer/hammer_3,this object is a claw hammer with a pink handle
can_opener/can_opener_1,it is a tool
marker/marker_1,this object is a red marker
marker/marker_1,it is a red expo marker
lime/lime_5,this is a fresh green lime
bell_pepper/bell_pepper_2,it is a very large red pepper it still has the stem and  has a green stem it looks fresh and does not look old
plate/plate_4,a green plate
coffee_mug/coffee_mug_4,the object is a drinking mug it appears to be made of glass
pencil/pencil_3,this is a mechanical pencil it has lead in it with an eraser on top
lightbulb/lightbulb_4,this is a standard lightbulb
spoon/spoon_5,this picture shows a single plastic spoon that is used for eating food with
syringe/syringe_4,a small syringe
can_opener/can_opener_5,a manual metal can opener
pliers/pliers_4,it is a pair of black and red pliers
water_bottle/water_bottle_2,this is a bottle of fiji water
allen_wrench/allen_wrench_4,this is a jam busting wrench
syringe/syringe_2,the object is an orange syringe with needle attached
apple/apple_5,there is a mostly yellow apple with some spots of red
soda_bottle/soda_bottle_5,a bottle of soda with a gray label and lid
bowl/bowl_4,this is a small blue bowl
food_jar/food_jar_1,this is a can of heinz sauce
sponge/sponge_2,pink kitchen sponge
toothpaste/toothpaste_5,this is a partially used tube of toothpaste
lime/lime_5,the object is a lime the lime is green
banana/banana_2,the object is a bunch of ripe bananas
fork/fork_1,a silver fork
presciption_medicine_bottle/presciption_medicine_bottle_1,a bottle of prescription medicine
banana/banana_2,a bunch of  banannas
bowl/bowl_5,i see a white bowl
book/book_3,it is an orange and black book on opencv 3 blueprints
hammer/hammer_4,it is a black and yellow hammer
food_jar/food_jar_5,it is a jar of pickled green olives
flashlight/flashlight_3,a small rectangular black and red flashlight facing away from the viewer
book/book_4,this is a kitchen towel it is folded
marker/marker_3,this is a green dry erase marker
toothpaste/toothpaste_5,a bottle of colgate toothpaste
lemon/lemon_5,the object is a lemon it is uncut with a sticker still on the skin
notebook/notebook_2,it is a book with pages one can write on
scissors/scissors_3,a black pair of scissors
toothpaste/toothpaste_3,the object is a tube of toothpaste
banana/banana_2,a bunch of yellow bananas with light green stems
picture_frame/picture_frame_5,a black standing picture frame
presciption_medicine_bottle/presciption_medicine_bottle_2,this is prescription pill bottle
bowl/bowl_2,this is a blue bowl
hand_towel/hand_towel_2,this is a hand towel used for drying hands
shampoo/shampoo_5,a bottle that contains shampoo and conditioner
marker/marker_6,a sharpie with a grey base and a red top
band_aid/band_aid_3,this is a box of bandages
apple/apple_1,this is a yellow apple
toothbrush/toothbrush_2,a pink and white toothbrush
coffee_mug/coffee_mug_3,a white coffee cup
potato/potato_4,a small round potato
onion/onion_5,this is a raw onion with brown skin
mouse/mouse_2,this object is a computer mouse
eye_glasses/eye_glasses_4,this is a pair of fullframe glasses in silver and brown
potato/potato_3,i see a small reddish potato
food_can/food_can_4,the object is a can of beans the brand of beans is goya
soda_bottle/soda_bottle_4,this is a bottle of sprite
shampoo/shampoo_5,the object is a bottle of shampoo the bottle is blue
can_opener/can_opener_2,a light green manual can opener
pencil/pencil_3,an ink pen
eye_glasses/eye_glasses_1,this is a pair black framed eyeglasses
