Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
bell,pliers/pliers_1 (nan)      bell_pepper/bell_pepper_5 (nan)      band_aid/band_aid_1 (nan)      bell_pepper/bell_pepper_5 (nan)      ,bell_pepper/bell_pepper_5 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
Total - bell,,,,,,,,0.7266666666666667,0.8166666666666667,0.5833333333333333,0.6533333333333333
 ,,,,,,,,,,,
color,scissors/scissors_2 (nan)      bowl/bowl_2 (nan)      pliers/pliers_1 (nan)      banana/banana_1 (nan)      band_aid/band_aid_1 (nan)      cap/cap_1 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) ,bowl/bowl_2 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
color,pliers/pliers_1 (nan)      banana/banana_1 (nan)      bowl/bowl_2 (nan)      band_aid/band_aid_1 (nan)      ,bowl/bowl_2 (nan) ,bowl/bowl_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
color,scissors/scissors_2 (nan)      banana/banana_1 (nan)      pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_2 (nan)      ,bowl/bowl_2 (nan) ,bowl/bowl_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
color,pliers/pliers_1 (nan)      cap/cap_1 (nan)      bowl/bowl_2 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) bowl/bowl_2 (nan) ,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
color,pliers/pliers_1 (nan)      bowl/bowl_2 (nan)      bowl/bowl_2 (nan)      cap/cap_1 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) bowl/bowl_2 (nan) ,bowl/bowl_2 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
color,scissors/scissors_2 (nan)      bowl/bowl_2 (nan)      pliers/pliers_1 (nan)      cap/cap_1 (nan)      banana/banana_1 (nan)      band_aid/band_aid_1 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) ,cap/cap_1 (nan) bowl/bowl_2 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
color,banana/banana_1 (nan)      pliers/pliers_1 (nan)      cap/cap_1 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_2 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) ,bowl/bowl_2 (nan) banana/banana_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
color,bowl/bowl_2 (nan)      scissors/scissors_2 (nan)      pliers/pliers_1 (nan)      cap/cap_1 (nan)      banana/banana_1 (nan)      band_aid/band_aid_1 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) ,cap/cap_1 (nan) bowl/bowl_2 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
color,banana/banana_1 (nan)      scissors/scissors_2 (nan)      band_aid/band_aid_1 (nan)      bowl/bowl_2 (nan)      pliers/pliers_1 (nan)      ,bowl/bowl_2 (nan) ,banana/banana_1 (nan) bowl/bowl_2 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
color,pliers/pliers_1 (nan)      cap/cap_1 (nan)      bowl/bowl_2 (nan)      bowl/bowl_2 (nan)      band_aid/band_aid_1 (nan)      ,bowl/bowl_2 (nan) cap/cap_1 (nan) bowl/bowl_2 (nan) ,cap/cap_1 (nan) bowl/bowl_2 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
Total - color,,,,,,,,0.7533333333333333,0.8,0.7,0.7133333333333333
 ,,,,,,,,,,,
jar,pencil/pencil_5 (nan)      food_jar/food_jar_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      band_aid/band_aid_1 (nan)      stapler/stapler_3 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,band_aid/band_aid_1 (nan) food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
jar,shampoo/shampoo_2 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      pencil/pencil_5 (nan)      food_jar/food_jar_1 (nan)      band_aid/band_aid_1 (nan)      stapler/stapler_3 (nan)      ,food_jar/food_jar_1 (nan) ,shampoo/shampoo_2 (nan) food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,2.0,0.0,0.666666666667,0.333333333333,1.0,0.5
jar,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      stapler/stapler_3 (nan)      band_aid/band_aid_1 (nan)      pencil/pencil_5 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
jar,pencil/pencil_5 (nan)      food_jar/food_jar_1 (nan)      stapler/stapler_3 (nan)      band_aid/band_aid_1 (nan)      food_jar/food_jar_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) food_jar/food_jar_1 (nan) ,3.0,2.0,1.0,0.0,0.833333333333,0.75,1.0,0.857142857143
jar,food_jar/food_jar_1 (nan)      band_aid/band_aid_1 (nan)      food_jar/food_jar_1 (nan)      stapler/stapler_3 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
jar,food_jar/food_jar_1 (nan)      stapler/stapler_3 (nan)      pencil/pencil_5 (nan)      band_aid/band_aid_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
jar,stapler/stapler_3 (nan)      pencil/pencil_5 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      band_aid/band_aid_1 (nan)      food_jar/food_jar_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,band_aid/band_aid_1 (nan) food_jar/food_jar_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
jar,presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      food_jar/food_jar_1 (nan)      stapler/stapler_3 (nan)      pencil/pencil_5 (nan)      band_aid/band_aid_1 (nan)      ,food_jar/food_jar_1 (nan) food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
jar,food_jar/food_jar_1 (nan)      stapler/stapler_3 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      band_aid/band_aid_1 (nan)      pencil/pencil_5 (nan)      ,food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
jar,food_jar/food_jar_1 (nan)      stapler/stapler_3 (nan)      pencil/pencil_5 (nan)      band_aid/band_aid_1 (nan)      presciption_medicine_bottle/presciption_medicine_bottle_1 (nan)      ,food_jar/food_jar_1 (nan) ,food_jar/food_jar_1 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
Total - jar,,,,,,,,0.7283333333333333,0.5416666666666666,0.85,0.6457142857142858
 ,,,,,,,,,,,
frame,picture_frame/picture_frame_2 (nan)      eye_glasses/eye_glasses_1 (nan)      gauze/gauze_2 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
frame,eye_glasses/eye_glasses_1 (nan)      picture_frame/picture_frame_2 (nan)      banana/banana_1 (nan)      picture_frame/picture_frame_2 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) picture_frame/picture_frame_2 (nan) ,picture_frame/picture_frame_2 (nan) picture_frame/picture_frame_2 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
frame,pencil/pencil_5 (nan)      picture_frame/picture_frame_2 (nan)      shampoo/shampoo_2 (nan)      gauze/gauze_2 (nan)      banana/banana_1 (nan)      eye_glasses/eye_glasses_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
frame,eye_glasses/eye_glasses_1 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_2 (nan)      banana/banana_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
frame,picture_frame/picture_frame_2 (nan)      gauze/gauze_2 (nan)      picture_frame/picture_frame_2 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      eye_glasses/eye_glasses_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) picture_frame/picture_frame_2 (nan) ,picture_frame/picture_frame_2 (nan) picture_frame/picture_frame_2 (nan) ,2.0,3.0,0.0,1.0,0.833333333333,1.0,0.666666666667,0.8
frame,picture_frame/picture_frame_2 (nan)      eye_glasses/eye_glasses_1 (nan)      gauze/gauze_2 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) picture_frame/picture_frame_2 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
frame,eye_glasses/eye_glasses_1 (nan)      banana/banana_1 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_2 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
frame,picture_frame/picture_frame_2 (nan)      banana/banana_1 (nan)      pencil/pencil_5 (nan)      shampoo/shampoo_2 (nan)      gauze/gauze_2 (nan)      eye_glasses/eye_glasses_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
frame,eye_glasses/eye_glasses_1 (nan)      pencil/pencil_5 (nan)      picture_frame/picture_frame_2 (nan)      gauze/gauze_2 (nan)      banana/banana_1 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,picture_frame/picture_frame_2 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
frame,shampoo/shampoo_2 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      gauze/gauze_2 (nan)      eye_glasses/eye_glasses_1 (nan)      picture_frame/picture_frame_2 (nan)      ,picture_frame/picture_frame_2 (nan) eye_glasses/eye_glasses_1 (nan) ,shampoo/shampoo_2 (nan) picture_frame/picture_frame_2 (nan) ,1.0,3.0,1.0,1.0,0.666666666667,0.5,0.5,0.5
Total - frame,,,,,,,,0.7616666666666667,0.95,0.5166666666666666,0.66
 ,,,,,,,,,,,
orang,syringe/syringe_2 (nan)      pencil/pencil_5 (nan)      band_aid/band_aid_1 (nan)      stapler/stapler_3 (nan)      ,syringe/syringe_2 (nan) ,,0.0,3.0,0.0,1.0,0.75,0.0,0.0,0.0
orang,syringe/syringe_2 (nan)      pencil/pencil_5 (nan)      stapler/stapler_3 (nan)      syringe/syringe_2 (nan)      band_aid/band_aid_1 (nan)      ,syringe/syringe_2 (nan) syringe/syringe_2 (nan) syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) ,1.0,2.0,0.0,2.0,0.6,1.0,0.333333333333,0.5
orang,syringe/syringe_2 (nan)      pencil/pencil_5 (nan)      stapler/stapler_3 (nan)      syringe/syringe_2 (nan)      band_aid/band_aid_1 (nan)      ,syringe/syringe_2 (nan) syringe/syringe_2 (nan) syringe/syringe_2 (nan) ,band_aid/band_aid_1 (nan) ,0.0,1.0,1.0,3.0,0.2,0.0,0.0,0.0
orang,stapler/stapler_3 (nan)      pencil/pencil_5 (nan)      syringe/syringe_2 (nan)      band_aid/band_aid_1 (nan)      ,syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
orang,syringe/syringe_2 (nan)      syringe/syringe_2 (nan)      syringe/syringe_2 (nan)      stapler/stapler_3 (nan)      ,syringe/syringe_2 (nan) syringe/syringe_2 (nan) syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) syringe/syringe_2 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
orang,stapler/stapler_3 (nan)      shampoo/shampoo_2 (nan)      band_aid/band_aid_1 (nan)      syringe/syringe_2 (nan)      pencil/pencil_5 (nan)      ,syringe/syringe_2 (nan) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
orang,stapler/stapler_3 (nan)      syringe/syringe_2 (nan)      syringe/syringe_2 (nan)      ,syringe/syringe_2 (nan) syringe/syringe_2 (nan) syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
orang,shampoo/shampoo_2 (nan)      stapler/stapler_3 (nan)      syringe/syringe_2 (nan)      pencil/pencil_5 (nan)      band_aid/band_aid_1 (nan)      ,syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
orang,syringe/syringe_2 (nan)      stapler/stapler_3 (nan)      syringe/syringe_2 (nan)      syringe/syringe_2 (nan)      ,syringe/syringe_2 (nan) syringe/syringe_2 (nan) syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
orang,band_aid/band_aid_1 (nan)      shampoo/shampoo_2 (nan)      pencil/pencil_5 (nan)      syringe/syringe_2 (nan)      stapler/stapler_3 (nan)      ,syringe/syringe_2 (nan) ,syringe/syringe_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - orang,,,,,,,,0.6733333333333333,0.65,0.4666666666666666,0.4966666666666667
 ,,,,,,,,,,,
pepper,soda_bottle/soda_bottle_1 (nan)      band_aid/band_aid_1 (nan)      eye_glasses/eye_glasses_1 (nan)      mouse/mouse_3 (nan)      pliers/pliers_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
pepper,soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_5 (nan)      eye_glasses/eye_glasses_1 (nan)      band_aid/band_aid_1 (nan)      mouse/mouse_3 (nan)      pliers/pliers_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,1.0,0.666666666667,0.5,0.5,0.5
pepper,soda_bottle/soda_bottle_1 (nan)      mouse/mouse_3 (nan)      band_aid/band_aid_1 (nan)      pliers/pliers_1 (nan)      eye_glasses/eye_glasses_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
pepper,soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_5 (nan)      band_aid/band_aid_1 (nan)      soda_bottle/soda_bottle_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) soda_bottle/soda_bottle_1 (nan) ,,0.0,1.0,0.0,3.0,0.25,0.0,0.0,0.0
pepper,bell_pepper/bell_pepper_5 (nan)      band_aid/band_aid_1 (nan)      eye_glasses/eye_glasses_1 (nan)      mouse/mouse_3 (nan)      soda_bottle/soda_bottle_1 (nan)      pliers/pliers_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,1.0,0.666666666667,0.5,0.5,0.5
pepper,bell_pepper/bell_pepper_5 (nan)      eye_glasses/eye_glasses_1 (nan)      mouse/mouse_3 (nan)      band_aid/band_aid_1 (nan)      soda_bottle/soda_bottle_1 (nan)      pliers/pliers_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,4.0,0.0,1.0,0.833333333333,1.0,0.5,0.666666666667
pepper,soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_5 (nan)      pliers/pliers_1 (nan)      mouse/mouse_3 (nan)      band_aid/band_aid_1 (nan)      eye_glasses/eye_glasses_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) ,bell_pepper/bell_pepper_5 (nan) band_aid/band_aid_1 (nan) ,1.0,3.0,1.0,1.0,0.666666666667,0.5,0.5,0.5
pepper,pliers/pliers_1 (nan)      soda_bottle/soda_bottle_1 (nan)      bell_pepper/bell_pepper_5 (nan)      soda_bottle/soda_bottle_1 (nan)      band_aid/band_aid_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) soda_bottle/soda_bottle_1 (nan) ,,0.0,2.0,0.0,3.0,0.4,0.0,0.0,0.0
pepper,eye_glasses/eye_glasses_1 (nan)      bell_pepper/bell_pepper_5 (nan)      soda_bottle/soda_bottle_1 (nan)      pliers/pliers_1 (nan)      band_aid/band_aid_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) ,band_aid/band_aid_1 (nan) ,0.0,2.0,1.0,2.0,0.4,0.0,0.0,0.0
pepper,bell_pepper/bell_pepper_5 (nan)      band_aid/band_aid_1 (nan)      soda_bottle/soda_bottle_1 (nan)      pliers/pliers_1 (nan)      ,soda_bottle/soda_bottle_1 (nan) bell_pepper/bell_pepper_5 (nan) soda_bottle/soda_bottle_1 (nan) ,bell_pepper/bell_pepper_5 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
Total - pepper,,,,,,,,0.5983333333333334,0.35,0.23333333333333334,0.26666666666666666
 ,,,,,,,,,,,
yellow,banana/banana_1 (nan)      eye_glasses/eye_glasses_1 (nan)      pencil/pencil_5 (nan)      pliers/pliers_1 (nan)      gauze/gauze_2 (nan)      ,banana/banana_1 (nan) pencil/pencil_5 (nan) ,banana/banana_1 (nan) pencil/pencil_5 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,toothbrush/toothbrush_1 (nan)      gauze/gauze_2 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) pencil/pencil_5 (nan) toothbrush/toothbrush_1 (nan) ,pencil/pencil_5 (nan) banana/banana_1 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
yellow,banana/banana_1 (nan)      pliers/pliers_1 (nan)      eye_glasses/eye_glasses_1 (nan)      mouse/mouse_3 (nan)      gauze/gauze_2 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,gauze/gauze_2 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      eye_glasses/eye_glasses_1 (nan)      mouse/mouse_3 (nan)      pliers/pliers_1 (nan)      ,banana/banana_1 (nan) pencil/pencil_5 (nan) ,pencil/pencil_5 (nan) banana/banana_1 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,shampoo/shampoo_2 (nan)      pliers/pliers_1 (nan)      mouse/mouse_3 (nan)      banana/banana_1 (nan)      gauze/gauze_2 (nan)      eye_glasses/eye_glasses_1 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,toothbrush/toothbrush_1 (nan)      banana/banana_1 (nan)      pencil/pencil_5 (nan)      gauze/gauze_2 (nan)      ,banana/banana_1 (nan) pencil/pencil_5 (nan) toothbrush/toothbrush_1 (nan) ,toothbrush/toothbrush_1 (nan) banana/banana_1 (nan) pencil/pencil_5 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,pliers/pliers_1 (nan)      gauze/gauze_2 (nan)      banana/banana_1 (nan)      eye_glasses/eye_glasses_1 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,pliers/pliers_1 (nan)      gauze/gauze_2 (nan)      banana/banana_1 (nan)      eye_glasses/eye_glasses_1 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,gauze/gauze_2 (nan)      toothbrush/toothbrush_1 (nan)      pencil/pencil_5 (nan)      banana/banana_1 (nan)      pliers/pliers_1 (nan)      ,banana/banana_1 (nan) pencil/pencil_5 (nan) toothbrush/toothbrush_1 (nan) ,pencil/pencil_5 (nan) banana/banana_1 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
yellow,banana/banana_1 (nan)      toothbrush/toothbrush_1 (nan)      pencil/pencil_5 (nan)      gauze/gauze_2 (nan)      ,banana/banana_1 (nan) pencil/pencil_5 (nan) toothbrush/toothbrush_1 (nan) ,banana/banana_1 (nan) pencil/pencil_5 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
Total - yellow,,,,,,,,0.93,1.0,0.8999999999999998,0.9400000000000001
 ,,,,,,,,,,,
marker,scissors/scissors_2 (nan)      marker/marker_3 (nan)      bell_pepper/bell_pepper_5 (nan)      pliers/pliers_1 (nan)      shampoo/shampoo_2 (nan)      eye_glasses/eye_glasses_1 (nan)      ,marker/marker_3 (nan) ,eye_glasses/eye_glasses_1 (nan) ,0.0,4.0,1.0,1.0,0.666666666667,0.0,0.0,0.0
marker,marker/marker_3 (nan)      pliers/pliers_1 (nan)      eye_glasses/eye_glasses_1 (nan)      shampoo/shampoo_2 (nan)      bell_pepper/bell_pepper_5 (nan)      ,marker/marker_3 (nan) ,,0.0,4.0,0.0,1.0,0.8,0.0,0.0,0.0
marker,marker/marker_3 (nan)      eye_glasses/eye_glasses_1 (nan)      shampoo/shampoo_2 (nan)      marker/marker_3 (nan)      pliers/pliers_1 (nan)      ,marker/marker_3 (nan) marker/marker_3 (nan) ,,0.0,3.0,0.0,2.0,0.6,0.0,0.0,0.0
marker,marker/marker_3 (nan)      pliers/pliers_1 (nan)      ,marker/marker_3 (nan) marker/marker_3 (nan) marker/marker_3 (nan) ,,0.0,-1.0,0.0,3.0,-0.5,0.0,0.0,0.0
